order_id,user_id,user_name,city,membership,restaurant_id,restaurant_name_orders,cuisine,rating,order_date,total_amount
5579,1113,User_1113,Pune,Regular,10,Darbar Restaurant Andhra,Chinese,3.4,23-06-2023,154.81
5580,1840,User_1840,Hyderabad,Regular,25,Swagath Cafe Punjabi,Chinese,3.7,16-09-2023,1388.59
5581,1716,User_1716,Pune,Regular,324,Grand Delights Multicuisine,Mexican,4.5,04-08-2023,902.88
5582,2519,User_2519,Chennai,Gold,428,Annapurna Foods Punjabi,Mexican,4.8,26-11-2023,1411.89
5583,1500,User_1500,Hyderabad,Regular,334,Darbar Tiffins Family Restaurant,Indian,4.0,23-06-2023,410.94
5584,902,User_902,Bangalore,Gold,57,Spice Mess Punjabi,Mexican,4.4,06-12-2023,1225.34
5585,1653,User_1653,Bangalore,Gold,47,Ruchi Cafe Punjabi,Indian,3.4,30-05-2023,420.11
5586,2705,User_2705,Pune,Regular,50,Taste of Cafe Punjabi,Mexican,4.8,23-12-2023,1077.23
5587,2419,User_2419,Chennai,Gold,83,Darbar Mess Pure Veg,Chinese,3.5,12-03-2023,874.66
5588,1613,User_1613,Chennai,Gold,238,New Foods South Indian,Chinese,4.7,20-09-2023,892.23
5589,2532,User_2532,Hyderabad,Gold,326,Classic Mess Punjabi,Italian,4.8,16-12-2023,1212.83
5590,1735,User_1735,Pune,Regular,204,Udupi Dhaba Non-Veg,Mexican,4.7,05-03-2023,1208.77
5591,332,User_332,Bangalore,Regular,350,Classic Curry House South Indian,Mexican,3.2,19-05-2023,1052.93
5592,2501,User_2501,Chennai,Gold,270,Taste of Biryani North Indian,Mexican,3.8,17-09-2023,742.97
5593,1495,User_1495,Chennai,Regular,301,Classic Tiffins North Indian,Italian,4.8,11-10-2023,1177.13
5594,1510,User_1510,Hyderabad,Gold,252,New Eatery South Indian,Indian,3.7,27-12-2023,497.93
5595,2864,User_2864,Chennai,Gold,163,Spice Delights Multicuisine,Italian,4.2,03-06-2023,492.31
5596,2758,User_2758,Hyderabad,Gold,351,Spice Dhaba Non-Veg,Mexican,4.2,27-06-2023,1062.23
5597,2090,User_2090,Hyderabad,Regular,104,Grand Dhaba South Indian,Chinese,4.9,16-09-2023,366.1
5598,1208,User_1208,Hyderabad,Regular,448,Amma Biryani Family Restaurant,Mexican,3.4,23-09-2023,617.7
5599,2741,User_2741,Pune,Regular,94,Taste of Eatery Andhra,Chinese,4.5,25-03-2023,254.39
5600,205,User_205,Pune,Gold,128,Swagath Kitchen South Indian,Indian,4.5,26-12-2023,563.73
5601,2135,User_2135,Chennai,Gold,485,Grand Dhaba Andhra,Mexican,4.9,25-10-2023,1247.77
5602,990,User_990,Bangalore,Regular,42,Udupi Mess North Indian,Chinese,3.2,10-02-2023,1345.52
5603,2880,User_2880,Pune,Gold,394,Grand Tiffins South Indian,Mexican,3.5,12-07-2023,1174.34
5604,253,User_253,Chennai,Regular,407,Grand Cafe Chinese,Mexican,4.6,22-08-2023,934.14
5605,1851,User_1851,Bangalore,Gold,133,Spice Foods Non-Veg,Italian,4.5,18-10-2023,985.83
5606,1127,User_1127,Pune,Gold,324,Grand Delights Multicuisine,Mexican,4.5,19-08-2023,592.69
5607,2913,User_2913,Pune,Gold,110,Amma Kitchen South Indian,Mexican,4.2,02-04-2023,765.74
5608,1950,User_1950,Bangalore,Gold,452,Classic Delights Multicuisine,Chinese,4.4,23-06-2023,214.35
5609,1792,User_1792,Hyderabad,Gold,191,Grand Mess North Indian,Indian,4.0,27-05-2023,964.38
5610,1849,User_1849,Bangalore,Gold,325,Sri Cafe North Indian,Italian,4.5,08-06-2023,1240.48
5611,1355,User_1355,Pune,Gold,167,Grand Tiffins Non-Veg,Italian,4.7,08-10-2023,499.52
5612,1989,User_1989,Bangalore,Regular,212,Sai Delights North Indian,Indian,3.2,05-06-2023,1340.82
5613,1908,User_1908,Bangalore,Gold,105,Amma Curry House South Indian,Mexican,4.2,02-01-2023,1380.36
5614,1170,User_1170,Chennai,Regular,243,Grand Tiffins South Indian,Chinese,4.8,24-07-2023,1320.72
5615,1310,User_1310,Bangalore,Gold,305,Udupi Delights Multicuisine,Indian,4.6,04-06-2023,148.17
5616,2724,User_2724,Chennai,Gold,357,Grand Mess Punjabi,Italian,3.8,01-03-2023,1204.31
5617,54,User_54,Chennai,Regular,73,Spice Mess Andhra,Mexican,3.1,05-07-2023,804.25
5618,1788,User_1788,Pune,Gold,208,New Curry House South Indian,Mexican,4.7,19-01-2023,613.58
5619,940,User_940,Hyderabad,Regular,69,Classic Tiffins Punjabi,Chinese,4.9,23-05-2023,872.33
5620,358,User_358,Bangalore,Gold,111,Ruchi Dhaba Chinese,Mexican,4.2,14-08-2023,1231.4
5621,2793,User_2793,Bangalore,Gold,332,Classic Delights Family Restaurant,Chinese,4.8,17-08-2023,1064.7
5622,210,User_210,Chennai,Regular,455,Ruchi Dhaba Pure Veg,Chinese,3.8,17-08-2023,358.15
5623,2107,User_2107,Hyderabad,Gold,105,Amma Curry House South Indian,Mexican,4.2,07-12-2023,469.19
5624,1198,User_1198,Chennai,Gold,71,New Dhaba Non-Veg,Indian,3.7,27-10-2023,1201.35
5625,1550,User_1550,Pune,Regular,332,Classic Delights Family Restaurant,Chinese,4.8,17-08-2023,168.04
5626,1612,User_1612,Chennai,Gold,281,Swagath Cafe Non-Veg,Italian,3.8,23-01-2023,1286.88
5627,1064,User_1064,Pune,Regular,451,Classic Curry House Andhra,Chinese,3.7,01-04-2023,1204.71
5628,1774,User_1774,Bangalore,Regular,345,Sai Tiffins Chinese,Chinese,4.3,21-11-2023,856.52
5629,2920,User_2920,Bangalore,Gold,143,Classic Cafe Punjabi,Chinese,4.0,22-09-2023,353.49
5630,2904,User_2904,Chennai,Regular,479,Grand Mess Andhra,Indian,3.8,19-09-2023,1475.39
5631,91,User_91,Chennai,Regular,45,Annapurna Restaurant Punjabi,Mexican,3.0,24-07-2023,951.04
5632,2772,User_2772,Bangalore,Gold,80,Spice Mess Chinese,Italian,3.9,10-12-2023,348.33
5633,746,User_746,Bangalore,Regular,284,Ruchi Foods Multicuisine,Indian,4.7,17-06-2023,484.8
5634,107,User_107,Pune,Regular,405,Royal Dhaba Punjabi,Indian,4.8,19-08-2023,1441.22
5635,1348,User_1348,Hyderabad,Regular,297,Grand Tiffins Andhra,Italian,4.8,09-11-2023,735.93
5636,2840,User_2840,Bangalore,Gold,435,Classic Delights North Indian,Italian,3.1,15-03-2023,1421.46
5637,2577,User_2577,Pune,Regular,110,Amma Kitchen South Indian,Mexican,4.2,15-05-2023,891.8
5638,567,User_567,Hyderabad,Gold,49,Amma Curry House Punjabi,Italian,4.0,09-09-2023,1102.87
5639,1007,User_1007,Bangalore,Gold,119,Spice Restaurant Non-Veg,Chinese,3.7,04-04-2023,175.83
5640,1798,User_1798,Hyderabad,Gold,55,Darbar Restaurant Multicuisine,Indian,3.5,20-11-2023,340.19
5641,2586,User_2586,Hyderabad,Regular,66,Swagath Dhaba Punjabi,Italian,4.7,18-10-2023,1353.68
5642,641,User_641,Hyderabad,Gold,163,Spice Delights Multicuisine,Italian,4.2,15-08-2023,357.16
5643,987,User_987,Bangalore,Regular,435,Classic Delights North Indian,Italian,3.1,14-06-2023,824.5
5644,2390,User_2390,Hyderabad,Gold,436,Swagath Tiffins Punjabi,Mexican,4.6,30-06-2023,1381.89
5645,1299,User_1299,Bangalore,Regular,2,Royal Delights South Indian,Indian,4.1,18-04-2023,675.8
5646,2880,User_2880,Pune,Gold,12,Royal Foods Multicuisine,Mexican,3.4,02-03-2023,949.3
5647,2024,User_2024,Chennai,Regular,204,Udupi Dhaba Non-Veg,Mexican,4.7,21-12-2023,785.31
5648,2709,User_2709,Bangalore,Gold,397,Amma Foods Family Restaurant,Indian,4.8,05-10-2023,1012.09
5649,778,User_778,Hyderabad,Gold,157,Sai Restaurant Family Restaurant,Italian,4.5,18-10-2023,946.55
5650,2189,User_2189,Bangalore,Regular,195,Taste of Delights Multicuisine,Indian,3.4,08-08-2023,880.27
5651,2186,User_2186,Chennai,Gold,271,Hotel Curry House North Indian,Chinese,3.8,01-11-2023,953.02
5652,808,User_808,Bangalore,Gold,319,Darbar Eatery Family Restaurant,Indian,3.1,19-12-2023,1127.76
5653,2517,User_2517,Pune,Gold,171,Ruchi Mess Non-Veg,Mexican,3.6,14-06-2023,1181.55
5654,1603,User_1603,Chennai,Gold,288,Swagath Restaurant North Indian,Mexican,4.4,13-08-2023,689.74
5655,754,User_754,Pune,Regular,459,Sai Delights Non-Veg,Italian,4.6,03-03-2023,502.38
5656,1335,User_1335,Bangalore,Regular,461,Sai Curry House Multicuisine,Italian,4.6,04-06-2023,243.78
5657,376,User_376,Chennai,Gold,257,Sri Kitchen Family Restaurant,Italian,3.4,01-04-2023,730.91
5658,1785,User_1785,Bangalore,Gold,2,Royal Delights South Indian,Indian,4.1,18-04-2023,1454.61
5659,1447,User_1447,Bangalore,Regular,255,Hotel Tiffins Punjabi,Mexican,3.1,06-04-2023,510.53
5660,1119,User_1119,Bangalore,Gold,203,New Kitchen Pure Veg,Chinese,3.8,06-11-2023,754.0
5661,881,User_881,Hyderabad,Regular,452,Classic Delights Multicuisine,Chinese,4.4,24-08-2023,1324.56
5662,2602,User_2602,Bangalore,Gold,450,New Foods Chinese,Mexican,3.2,15-02-2023,561.11
5663,1095,User_1095,Pune,Regular,159,Darbar Dhaba Punjabi,Mexican,4.9,10-07-2023,375.81
5664,2866,User_2866,Hyderabad,Regular,15,Classic Cafe Multicuisine,Chinese,4.6,28-01-2023,881.19
5665,739,User_739,Hyderabad,Gold,58,Sai Biryani Multicuisine,Indian,4.4,20-03-2023,1129.08
5666,1065,User_1065,Chennai,Regular,350,Classic Curry House South Indian,Mexican,3.2,15-08-2023,107.57
5667,67,User_67,Chennai,Regular,157,Sai Restaurant Family Restaurant,Italian,4.5,27-01-2023,1044.41
5668,1579,User_1579,Bangalore,Regular,132,Spice Tiffins Chinese,Indian,3.7,28-09-2023,454.4
5669,95,User_95,Bangalore,Gold,416,Amma Cafe Pure Veg,Chinese,4.6,17-05-2023,633.15
5670,15,User_15,Bangalore,Regular,279,Sri Tiffins Andhra,Italian,4.9,29-01-2023,1201.67
5671,2674,User_2674,Hyderabad,Gold,471,Swagath Tiffins Punjabi,Indian,3.0,01-03-2023,680.21
5672,2036,User_2036,Bangalore,Regular,475,Ruchi Kitchen Punjabi,Italian,4.9,02-08-2023,990.17
5673,1373,User_1373,Hyderabad,Regular,163,Spice Delights Multicuisine,Italian,4.2,19-06-2023,693.03
5674,1143,User_1143,Pune,Regular,296,Grand Restaurant Multicuisine,Italian,3.8,13-02-2023,1498.11
5675,2545,User_2545,Hyderabad,Gold,63,Ruchi Foods South Indian,Italian,5.0,28-10-2023,615.86
5676,85,User_85,Pune,Gold,466,Sai Cafe South Indian,Italian,4.9,05-10-2023,625.03
5677,1928,User_1928,Chennai,Gold,184,Annapurna Tiffins Punjabi,Mexican,3.5,17-01-2023,138.2
5678,138,User_138,Hyderabad,Gold,173,Darbar Delights South Indian,Chinese,3.7,22-04-2023,256.31
5679,1219,User_1219,Bangalore,Regular,110,Amma Kitchen South Indian,Mexican,4.2,12-06-2023,1082.76
5680,1964,User_1964,Chennai,Gold,24,Udupi Biryani South Indian,Mexican,3.7,09-05-2023,1129.73
5681,1984,User_1984,Pune,Gold,305,Udupi Delights Multicuisine,Indian,4.6,14-10-2023,1044.21
5682,2674,User_2674,Hyderabad,Gold,92,Amma Delights Pure Veg,Mexican,4.9,18-07-2023,826.56
5683,1580,User_1580,Pune,Gold,88,Ruchi Eatery North Indian,Indian,4.8,28-10-2023,1273.54
5684,1302,User_1302,Bangalore,Regular,110,Amma Kitchen South Indian,Mexican,4.2,03-04-2023,690.85
5685,2778,User_2778,Hyderabad,Regular,310,Spice Cafe Pure Veg,Indian,4.1,07-08-2023,986.7
5686,1359,User_1359,Chennai,Regular,13,Taste of Mess Punjabi,Indian,4.6,05-12-2023,959.95
5687,778,User_778,Hyderabad,Gold,240,New Mess Andhra,Indian,3.8,07-04-2023,1436.01
5688,2290,User_2290,Hyderabad,Gold,467,Sai Biryani South Indian,Italian,3.3,07-08-2023,459.56
5689,2010,User_2010,Bangalore,Regular,15,Classic Cafe Multicuisine,Chinese,4.6,22-02-2023,414.38
5690,1762,User_1762,Bangalore,Regular,143,Classic Cafe Punjabi,Chinese,4.0,24-04-2023,841.87
5691,187,User_187,Chennai,Gold,305,Udupi Delights Multicuisine,Indian,4.6,24-05-2023,449.78
5692,2255,User_2255,Chennai,Gold,285,Ruchi Eatery North Indian,Mexican,4.8,25-08-2023,1406.18
5693,281,User_281,Chennai,Regular,133,Spice Foods Non-Veg,Italian,4.5,03-06-2023,918.62
5694,811,User_811,Pune,Gold,390,Grand Restaurant Pure Veg,Mexican,4.7,14-03-2023,287.47
5695,2793,User_2793,Bangalore,Gold,198,Annapurna Tiffins North Indian,Mexican,4.1,24-07-2023,1254.74
5696,2746,User_2746,Bangalore,Regular,266,Annapurna Delights Multicuisine,Italian,3.9,26-10-2023,1291.43
5697,482,User_482,Hyderabad,Regular,310,Spice Cafe Pure Veg,Indian,4.1,02-08-2023,1085.47
5698,2415,User_2415,Pune,Regular,287,Amma Cafe South Indian,Chinese,4.7,16-04-2023,118.34
5699,1111,User_1111,Hyderabad,Gold,304,Hotel Tiffins Andhra,Italian,4.1,26-08-2023,1411.18
5700,2356,User_2356,Hyderabad,Regular,51,Sri Eatery South Indian,Italian,3.0,13-02-2023,1467.38
5701,1951,User_1951,Pune,Gold,402,Sai Restaurant Andhra,Mexican,3.3,20-10-2023,1252.29
5702,93,User_93,Bangalore,Regular,454,Taste of Dhaba South Indian,Italian,4.5,28-07-2023,150.66
5703,837,User_837,Bangalore,Gold,197,Sri Curry House North Indian,Mexican,4.7,19-04-2023,1250.01
5704,32,User_32,Bangalore,Regular,348,Royal Restaurant Andhra,Italian,3.0,26-01-2023,878.48
5705,287,User_287,Bangalore,Regular,73,Spice Mess Andhra,Mexican,3.1,16-10-2023,310.67
5706,2834,User_2834,Chennai,Regular,109,Swagath Delights South Indian,Chinese,5.0,08-04-2023,1100.03
5707,190,User_190,Bangalore,Gold,46,Udupi Delights Family Restaurant,Chinese,3.6,10-07-2023,1086.33
5708,1763,User_1763,Pune,Regular,435,Classic Delights North Indian,Italian,3.1,22-05-2023,962.77
5709,1166,User_1166,Bangalore,Regular,127,Hotel Eatery Family Restaurant,Chinese,5.0,26-08-2023,483.43
5710,345,User_345,Chennai,Gold,1,Royal Kitchen Family Restaurant,Chinese,4.8,13-04-2023,1231.24
5711,423,User_423,Chennai,Gold,1,Royal Kitchen Family Restaurant,Chinese,4.8,06-08-2023,360.29
5712,1648,User_1648,Hyderabad,Regular,268,Annapurna Biryani Multicuisine,Indian,3.8,19-04-2023,672.44
5713,2281,User_2281,Bangalore,Gold,435,Classic Delights North Indian,Italian,3.1,30-07-2023,284.76
5714,654,User_654,Chennai,Regular,446,Annapurna Cafe Andhra,Indian,4.9,29-05-2023,749.28
5715,2599,User_2599,Bangalore,Gold,453,Annapurna Foods Punjabi,Chinese,3.7,19-02-2023,445.16
5716,1662,User_1662,Bangalore,Gold,8,New Mess Punjabi,Indian,4.8,05-05-2023,1240.76
5717,2062,User_2062,Hyderabad,Gold,304,Hotel Tiffins Andhra,Italian,4.1,11-03-2023,283.58
5718,2046,User_2046,Bangalore,Gold,140,Royal Tiffins Punjabi,Italian,3.3,10-05-2023,950.66
5719,1223,User_1223,Chennai,Regular,294,Hotel Dhaba Multicuisine,Italian,3.1,13-10-2023,1400.13
5720,1485,User_1485,Pune,Regular,230,Sai Tiffins Andhra,Chinese,3.6,05-10-2023,921.24
5721,2,User_2,Pune,Gold,127,Hotel Eatery Family Restaurant,Chinese,5.0,07-07-2023,921.37
5722,942,User_942,Bangalore,Regular,170,Spice Tiffins Family Restaurant,Mexican,4.4,25-04-2023,140.46
5723,734,User_734,Hyderabad,Gold,165,Udupi Kitchen Chinese,Mexican,4.3,30-01-2023,1339.59
5724,1280,User_1280,Hyderabad,Regular,19,Classic Biryani Chinese,Indian,3.6,13-11-2023,327.96
5725,1511,User_1511,Chennai,Regular,219,Taste of Cafe Andhra,Mexican,4.6,28-05-2023,1411.74
5726,2695,User_2695,Pune,Regular,414,Darbar Delights South Indian,Chinese,4.7,17-12-2023,502.91
5727,841,User_841,Pune,Gold,117,Darbar Eatery North Indian,Indian,3.9,19-10-2023,544.85
5728,1213,User_1213,Pune,Regular,233,Grand Cafe Family Restaurant,Italian,4.5,20-01-2023,932.46
5729,1518,User_1518,Chennai,Gold,458,Swagath Mess Pure Veg,Italian,4.8,22-12-2023,621.66
5730,1986,User_1986,Bangalore,Regular,259,Amma Curry House Family Restaurant,Mexican,3.7,15-11-2023,1229.56
5731,1458,User_1458,Bangalore,Regular,201,Spice Cafe Pure Veg,Mexican,3.4,27-11-2023,352.56
5732,2735,User_2735,Chennai,Gold,188,Swagath Mess Multicuisine,Chinese,4.6,01-01-2023,1089.66
5733,837,User_837,Bangalore,Gold,289,Sri Biryani Punjabi,Italian,4.8,02-07-2023,874.95
5734,304,User_304,Pune,Regular,127,Hotel Eatery Family Restaurant,Chinese,5.0,30-11-2023,778.62
5735,1190,User_1190,Chennai,Gold,331,Spice Biryani Non-Veg,Mexican,3.4,28-08-2023,938.02
5736,2526,User_2526,Pune,Regular,171,Ruchi Mess Non-Veg,Mexican,3.6,17-05-2023,1061.64
5737,1107,User_1107,Pune,Gold,88,Ruchi Eatery North Indian,Indian,4.8,29-12-2023,1404.25
5738,2917,User_2917,Bangalore,Gold,456,Hotel Dhaba Chinese,Chinese,4.2,15-04-2023,822.05
5739,713,User_713,Pune,Gold,474,Annapurna Tiffins Pure Veg,Mexican,3.5,09-12-2023,349.17
5740,2511,User_2511,Chennai,Gold,22,Sri Biryani Non-Veg,Chinese,5.0,24-07-2023,1202.96
5741,634,User_634,Hyderabad,Regular,120,Classic Biryani Multicuisine,Italian,3.2,14-12-2023,1154.72
5742,2848,User_2848,Hyderabad,Gold,75,New Cafe South Indian,Chinese,4.2,23-06-2023,495.57
5743,597,User_597,Hyderabad,Regular,17,Udupi Delights Non-Veg,Indian,4.6,21-09-2023,1451.91
5744,2341,User_2341,Bangalore,Regular,156,Sri Tiffins North Indian,Italian,3.8,05-04-2023,588.26
5745,2235,User_2235,Chennai,Gold,125,Sai Foods Family Restaurant,Chinese,4.3,02-08-2023,1183.74
5746,798,User_798,Pune,Regular,71,New Dhaba Non-Veg,Indian,3.7,24-09-2023,976.11
5747,2937,User_2937,Hyderabad,Regular,274,Amma Mess Andhra,Mexican,3.3,20-08-2023,1151.26
5748,2302,User_2302,Chennai,Regular,170,Spice Tiffins Family Restaurant,Mexican,4.4,07-09-2023,557.08
5749,1740,User_1740,Pune,Regular,423,Royal Tiffins Multicuisine,Indian,3.2,05-07-2023,1096.56
5750,1239,User_1239,Bangalore,Regular,483,Darbar Restaurant Family Restaurant,Chinese,4.5,16-10-2023,288.78
5751,1223,User_1223,Chennai,Regular,150,Sri Cafe Non-Veg,Indian,4.2,17-04-2023,1142.84
5752,839,User_839,Chennai,Gold,207,Grand Cafe Andhra,Italian,3.3,22-03-2023,1267.42
5753,1357,User_1357,Hyderabad,Regular,406,Spice Foods Non-Veg,Chinese,4.5,26-05-2023,650.32
5754,975,User_975,Pune,Regular,279,Sri Tiffins Andhra,Italian,4.9,30-08-2023,646.63
5755,1440,User_1440,Hyderabad,Gold,361,Royal Dhaba Punjabi,Indian,4.5,22-05-2023,298.86
5756,2519,User_2519,Chennai,Gold,443,Darbar Foods Andhra,Mexican,3.4,09-10-2023,1463.89
5757,1681,User_1681,Chennai,Regular,491,Classic Tiffins Chinese,Chinese,3.0,19-12-2023,713.56
5758,206,User_206,Hyderabad,Regular,187,Royal Kitchen North Indian,Chinese,3.8,24-11-2023,660.6
5759,627,User_627,Pune,Regular,423,Royal Tiffins Multicuisine,Indian,3.2,05-10-2023,1485.17
5760,2862,User_2862,Pune,Regular,65,Grand Eatery Non-Veg,Mexican,3.2,25-04-2023,1088.76
5761,1928,User_1928,Chennai,Gold,39,Ruchi Delights South Indian,Indian,4.8,17-06-2023,1375.17
5762,2775,User_2775,Bangalore,Gold,94,Taste of Eatery Andhra,Chinese,4.5,23-07-2023,850.03
5763,1862,User_1862,Pune,Gold,333,Amma Mess Multicuisine,Chinese,3.1,07-09-2023,286.22
5764,2759,User_2759,Hyderabad,Regular,432,Hotel Eatery Pure Veg,Mexican,5.0,09-09-2023,1493.3
5765,2742,User_2742,Hyderabad,Gold,161,Annapurna Biryani South Indian,Mexican,3.8,27-11-2023,1293.42
5766,1438,User_1438,Bangalore,Gold,257,Sri Kitchen Family Restaurant,Italian,3.4,17-10-2023,1177.45
5767,1,User_1,Chennai,Regular,375,Hotel Delights Multicuisine,Chinese,4.3,12-07-2023,1289.66
5768,479,User_479,Chennai,Regular,497,Hotel Delights South Indian,Mexican,4.4,05-08-2023,1090.69
5769,1468,User_1468,Chennai,Gold,423,Royal Tiffins Multicuisine,Indian,3.2,05-12-2023,1026.06
5770,379,User_379,Chennai,Gold,270,Taste of Biryani North Indian,Mexican,3.8,05-12-2023,1455.6
5771,2330,User_2330,Hyderabad,Regular,136,Hotel Cafe South Indian,Indian,3.6,25-12-2023,1489.38
5772,1780,User_1780,Pune,Regular,495,Ruchi Curry House North Indian,Italian,4.5,26-01-2023,1370.68
5773,854,User_854,Hyderabad,Gold,183,Taste of Biryani Non-Veg,Chinese,3.7,11-07-2023,1097.43
5774,2920,User_2920,Bangalore,Gold,33,Amma Foods Non-Veg,Italian,4.2,27-01-2023,955.96
5775,1532,User_1532,Bangalore,Regular,51,Sri Eatery South Indian,Italian,3.0,04-06-2023,174.18
5776,2264,User_2264,Bangalore,Gold,364,Sri Foods Non-Veg,Mexican,3.4,20-02-2023,1052.94
5777,1018,User_1018,Bangalore,Gold,84,Grand Mess Chinese,Chinese,3.2,31-05-2023,154.51
5778,1866,User_1866,Bangalore,Gold,142,Ruchi Eatery Family Restaurant,Indian,4.6,01-04-2023,197.67
5779,392,User_392,Chennai,Regular,476,Royal Curry House Multicuisine,Mexican,3.4,29-04-2023,1342.83
5780,2873,User_2873,Pune,Gold,60,Grand Restaurant North Indian,Mexican,3.6,03-02-2023,141.67
5781,1387,User_1387,Pune,Gold,500,Grand Eatery Family Restaurant,Chinese,3.2,22-09-2023,1484.73
5782,2329,User_2329,Pune,Regular,146,Swagath Curry House Punjabi,Indian,4.8,20-10-2023,1196.67
5783,2148,User_2148,Pune,Regular,29,Spice Kitchen Pure Veg,Italian,3.0,21-06-2023,967.92
5784,2246,User_2246,Pune,Gold,37,Swagath Dhaba Andhra,Mexican,3.1,02-02-2023,1342.83
5785,451,User_451,Hyderabad,Regular,83,Darbar Mess Pure Veg,Chinese,3.5,16-08-2023,445.18
5786,354,User_354,Chennai,Regular,377,Amma Kitchen Pure Veg,Mexican,4.0,15-09-2023,172.73
5787,2150,User_2150,Pune,Gold,163,Spice Delights Multicuisine,Italian,4.2,01-11-2023,835.3
5788,1974,User_1974,Pune,Gold,480,Ruchi Curry House South Indian,Chinese,4.0,16-09-2023,831.01
5789,2428,User_2428,Bangalore,Gold,170,Spice Tiffins Family Restaurant,Mexican,4.4,21-03-2023,1169.33
5790,839,User_839,Chennai,Gold,108,Darbar Curry House North Indian,Chinese,4.0,12-11-2023,612.7
5791,514,User_514,Bangalore,Gold,3,Darbar Eatery Andhra,Mexican,4.3,04-05-2023,952.79
5792,2751,User_2751,Bangalore,Gold,50,Taste of Cafe Punjabi,Mexican,4.8,05-06-2023,1385.02
5793,868,User_868,Bangalore,Gold,497,Hotel Delights South Indian,Mexican,4.4,22-02-2023,743.07
5794,1032,User_1032,Bangalore,Regular,9,Classic Mess Family Restaurant,Italian,3.1,30-05-2023,247.71
5795,1417,User_1417,Chennai,Gold,483,Darbar Restaurant Family Restaurant,Chinese,4.5,02-03-2023,105.23
5796,1401,User_1401,Hyderabad,Gold,91,Annapurna Mess Non-Veg,Italian,4.8,09-01-2023,562.93
5797,1210,User_1210,Chennai,Gold,143,Classic Cafe Punjabi,Chinese,4.0,12-08-2023,217.11
5798,1932,User_1932,Bangalore,Regular,145,Amma Restaurant South Indian,Italian,3.1,31-12-2023,742.69
5799,2038,User_2038,Chennai,Regular,270,Taste of Biryani North Indian,Mexican,3.8,17-01-2023,479.64
5800,873,User_873,Pune,Gold,13,Taste of Mess Punjabi,Indian,4.6,13-01-2023,1435.9
5801,998,User_998,Bangalore,Regular,63,Ruchi Foods South Indian,Italian,5.0,11-10-2023,416.68
5802,878,User_878,Chennai,Regular,112,Grand Cafe Punjabi,Chinese,3.2,18-05-2023,1396.66
5803,1775,User_1775,Chennai,Regular,365,Udupi Kitchen Multicuisine,Italian,3.6,20-06-2023,1319.04
5804,669,User_669,Chennai,Gold,367,Ruchi Restaurant Punjabi,Indian,4.6,12-10-2023,1430.5
5805,2453,User_2453,Pune,Regular,431,Udupi Tiffins Punjabi,Mexican,4.6,09-01-2023,1424.0
5806,841,User_841,Pune,Gold,318,Hotel Tiffins Pure Veg,Indian,3.7,13-10-2023,1383.07
5807,2157,User_2157,Bangalore,Gold,399,Swagath Cafe Multicuisine,Chinese,3.2,27-08-2023,988.26
5808,2771,User_2771,Chennai,Regular,223,Amma Eatery Punjabi,Italian,3.4,11-10-2023,1062.86
5809,1824,User_1824,Bangalore,Regular,480,Ruchi Curry House South Indian,Chinese,4.0,22-03-2023,1003.26
5810,1304,User_1304,Pune,Gold,318,Hotel Tiffins Pure Veg,Indian,3.7,17-05-2023,700.31
5811,1668,User_1668,Hyderabad,Gold,122,Amma Eatery Non-Veg,Indian,3.9,08-05-2023,937.84
5812,479,User_479,Chennai,Regular,143,Classic Cafe Punjabi,Chinese,4.0,14-11-2023,576.16
5813,1678,User_1678,Pune,Gold,351,Spice Dhaba Non-Veg,Mexican,4.2,14-12-2023,1082.81
5814,920,User_920,Chennai,Regular,486,Udupi Mess Andhra,Italian,4.1,11-05-2023,1253.35
5815,1449,User_1449,Pune,Gold,384,Annapurna Biryani Andhra,Mexican,4.6,14-02-2023,727.74
5816,332,User_332,Bangalore,Regular,85,Royal Kitchen South Indian,Mexican,4.4,02-10-2023,1026.55
5817,277,User_277,Pune,Gold,1,Royal Kitchen Family Restaurant,Chinese,4.8,12-03-2023,1371.59
5818,2624,User_2624,Hyderabad,Regular,8,New Mess Punjabi,Indian,4.8,15-03-2023,414.07
5819,734,User_734,Hyderabad,Gold,467,Sai Biryani South Indian,Italian,3.3,04-03-2023,1467.83
5820,1190,User_1190,Chennai,Gold,30,Spice Tiffins Non-Veg,Mexican,4.6,24-12-2023,1231.53
5821,822,User_822,Bangalore,Gold,290,Taste of Kitchen Chinese,Chinese,4.9,15-09-2023,751.54
5822,597,User_597,Hyderabad,Regular,9,Classic Mess Family Restaurant,Italian,3.1,16-11-2023,1409.35
5823,1937,User_1937,Bangalore,Regular,316,Darbar Tiffins Andhra,Chinese,4.8,06-08-2023,464.49
5824,1274,User_1274,Chennai,Gold,492,Swagath Kitchen North Indian,Italian,4.0,10-10-2023,1481.61
5825,796,User_796,Pune,Regular,90,Classic Biryani Pure Veg,Italian,4.8,19-11-2023,819.86
5826,1703,User_1703,Pune,Gold,37,Swagath Dhaba Andhra,Mexican,3.1,14-12-2023,1198.97
5827,435,User_435,Hyderabad,Gold,188,Swagath Mess Multicuisine,Chinese,4.6,16-02-2023,882.93
5828,918,User_918,Bangalore,Gold,479,Grand Mess Andhra,Indian,3.8,31-03-2023,1357.97
5829,488,User_488,Pune,Gold,285,Ruchi Eatery North Indian,Mexican,4.8,04-08-2023,1316.39
